"seen_instruction_id","student_id","instruction_id"
3279bf95-f00a-4d4c-9e0f-9e0c4fe526df,76766f0e-5c06-46bb-9ad5-a8008edf6a7d,"object.meteoroid"
9cace45e-172e-403a-b3d2-715fcc88a5c6,76766f0e-5c06-46bb-9ad5-a8008edf6a7d,"object.diamond"
d1b6515e-3e20-4b7e-b0a3-1fe173085bd3,76766f0e-5c06-46bb-9ad5-a8008edf6a7d,"diamonds-status"
011ac617-1c63-41c7-94a4-e637e8323915,76766f0e-5c06-46bb-9ad5-a8008edf6a7d,"block.fly"
cf00af33-f266-4125-8bef-d2ffecc525de,247ae5ed-d0d6-4bf4-b906-534c300ad113,"env.space-world"
ddac4f98-2766-439f-884b-bf06649e12b2,247ae5ed-d0d6-4bf4-b906-534c300ad113,"env.toolbox"
7a959b1e-d6d2-43a7-bdce-b2983e327008,247ae5ed-d0d6-4bf4-b906-534c300ad113,"env.snapping"
def2df91-b550-4803-b0f7-fbe1e2c3462d,247ae5ed-d0d6-4bf4-b906-534c300ad113,"env.controls"
9c0949c0-da21-4ae7-a950-c7c0628f3bc8,247ae5ed-d0d6-4bf4-b906-534c300ad113,"object.asteroid"
3d987576-e1fc-4356-bd02-6e6050127ce6,247ae5ed-d0d6-4bf4-b906-534c300ad113,"object.meteoroid"
fb681ef9-a598-4df5-8792-7b21cd5dcae4,247ae5ed-d0d6-4bf4-b906-534c300ad113,"block.fly"
d553f341-5d73-4dd5-8312-8caf2fb31c6c,247ae5ed-d0d6-4bf4-b906-534c300ad113,"object.wormhole"
351fac95-8192-4e43-b811-4efb37aeb4ed,247ae5ed-d0d6-4bf4-b906-534c300ad113,"block.shoot"
12e282f3-a3e4-4af2-9585-f179016765b9,247ae5ed-d0d6-4bf4-b906-534c300ad113,"object.diamond"
ade9d815-92de-481c-8fe1-d1df08e94c20,247ae5ed-d0d6-4bf4-b906-534c300ad113,"diamonds-status"
239a9089-2c22-4460-8cfd-1c11d3a8840d,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"env.space-world"
871e6705-8862-4464-80c4-190949eb271b,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"env.toolbox"
4d9570b3-9183-4cf4-ad99-f8b7a8de04cf,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"env.snapping"
c60a6526-5efa-4ccc-a317-f71a540c9731,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"env.controls"
ce7047aa-ec2c-4683-92e2-75ebc5b5974f,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"block.fly"
dde9b9a7-a0ab-4ae3-9484-ef8b0a2de40d,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"object.asteroid"
e025a4ff-f20d-4bc7-9a2a-6715a1e52319,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"object.meteoroid"
422911f4-d0de-49ed-9c56-24b63ae666e3,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"object.diamond"
ed98e866-cf8d-45c5-91a3-e9ec9f2a4e8d,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"object.wormhole"
fb9931fe-995e-4f9e-89a7-461074bfa072,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"diamonds-status"
6deceb61-245d-4c0c-8209-d4aad26dc300,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"energy-status"
092045a4-fbda-4e2d-9daa-9e3e5d77aeb2,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"length-limit"
f23c1c59-4bc0-41a7-a69a-913a5a90a48e,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"block.shoot"
b2388a10-90d2-4aef-999d-c5d1dd77a4d3,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"block.repeat"
8a1368fb-51cf-4fbf-9092-b03f78dc0ed3,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"block.while"
5917d1a0-91db-4b11-8351-c2dd06320ff2,c581d789-031c-4b28-a7c1-5f42a7d8cb18,"block.color"
cd1afe98-3a1d-4cbe-a111-2ae8c651ae05,da2141d1-5069-4508-a37e-a0a71f2bcb18,"env.space-world"
fed2616a-62b3-4169-a194-881f5a61f7ab,da2141d1-5069-4508-a37e-a0a71f2bcb18,"env.toolbox"
9bfd35c2-b239-40ce-8ba3-3b83810f8f2e,da2141d1-5069-4508-a37e-a0a71f2bcb18,"env.snapping"
ebe6815a-e67a-4b55-b9e2-6bd6b55c7b95,da2141d1-5069-4508-a37e-a0a71f2bcb18,"env.controls"
a71e7697-cf46-47f9-9a3f-c2fe0373ca59,da2141d1-5069-4508-a37e-a0a71f2bcb18,"block.fly"
6a795746-487e-445d-894c-95ff9799ba3b,da2141d1-5069-4508-a37e-a0a71f2bcb18,"object.asteroid"
413bdfb5-4ede-4d45-b599-9f8d29839fe2,da2141d1-5069-4508-a37e-a0a71f2bcb18,"object.meteoroid"
15db2683-0faa-4eb8-9e1d-9b3de15d4282,da2141d1-5069-4508-a37e-a0a71f2bcb18,"object.diamond"
2ca962d3-c343-4d97-a555-743d5fe64f27,da2141d1-5069-4508-a37e-a0a71f2bcb18,"diamonds-status"
3954274d-2f43-4de4-a563-568b038f6aad,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"env.space-world"
9de9eea0-692c-4f54-84a9-5127a08d39f8,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"env.toolbox"
02c6d9a9-5f26-4e07-9dcc-5ac9509e9f00,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"env.snapping"
e5171949-1c83-49a0-b975-3c43ab4a05d3,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"env.controls"
0414bd18-c080-4639-8744-87d6fe751365,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"block.fly"
4e7b5c4d-2652-4b9d-85e0-e4d5e5713619,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"object.asteroid"
81b146f8-0768-414f-84d0-939ef9745563,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"object.meteoroid"
a4d0c64d-7a11-4c16-9fd5-87b2fc6625eb,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"object.wormhole"
c23a90db-bb5f-4c87-9bbb-34e2001516b9,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"energy-status"
8e00f34a-34ad-4dee-8b51-50e2cbf87858,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"length-limit"
2109f1f0-1fc4-4c5e-9b08-876e9533808f,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"block.shoot"
152344f0-9e46-45e4-8b77-c3a25f4ac128,4440e77f-a12b-49e4-9959-548a052807ee,"env.space-world"
fa60f1cb-53bb-4fe7-b950-ad9487d7843c,4440e77f-a12b-49e4-9959-548a052807ee,"env.toolbox"
347531d7-820e-49b2-898c-c8f7b5711d70,4440e77f-a12b-49e4-9959-548a052807ee,"env.snapping"
c5143454-93b6-4522-acbb-0185cce93bee,4440e77f-a12b-49e4-9959-548a052807ee,"env.controls"
76231248-ccd4-49f3-8381-a10fee2a1595,4440e77f-a12b-49e4-9959-548a052807ee,"object.asteroid"
0f698863-5a28-4c91-ac70-5cf3753a80c1,4440e77f-a12b-49e4-9959-548a052807ee,"object.meteoroid"
aa39d8b3-fa7d-4b9e-bb53-b080acf1b176,4440e77f-a12b-49e4-9959-548a052807ee,"block.fly"
9409f6e7-aadb-4904-8e2b-0d327a281042,4440e77f-a12b-49e4-9959-548a052807ee,"object.diamond"
cd65e04f-9e61-4071-8970-163d734964a0,4440e77f-a12b-49e4-9959-548a052807ee,"diamonds-status"
7851181e-7e8f-4727-b7ed-28a05f9f38c7,4440e77f-a12b-49e4-9959-548a052807ee,"object.wormhole"
af2363d7-f432-4922-9859-4929d240d567,4440e77f-a12b-49e4-9959-548a052807ee,"block.shoot"
3c745a8c-56cc-4166-9e1c-458d344fba92,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"env.space-world"
69cb7b6a-9722-47ed-949d-d6bdf829de26,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"env.toolbox"
5799987a-7ad2-465b-9e6a-5107298df75f,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"env.snapping"
544875d0-e2a8-4c87-bb87-4c05b0bbae52,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"env.controls"
e415669d-d130-42db-9a51-8ec3f2e2bc9b,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"object.asteroid"
d24c58cd-5af4-400c-9572-1287d17d59ff,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"object.meteoroid"
85860818-1ac6-48fa-9de2-4b1b4e4664b5,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"block.fly"
00532410-f436-4fa8-b339-f0d59a0914a6,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"env.space-world"
5cfef0c0-0683-460f-8d58-18cfcb20bd55,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"env.snapping"
c3abc87f-d2d3-4890-b3fa-6b128f2433a0,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"env.toolbox"
5a5590cd-93a6-4801-92ca-cba7ef3a0466,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"env.controls"
6c9e131d-48d2-45f5-aaaa-9b0a5f334771,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"object.asteroid"
00e4f864-79d0-4531-a707-80e374d488d6,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"object.meteoroid"
27b5548c-b47a-4eaf-bc95-4cd939aba14d,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"object.diamond"
c1607ec9-7bc9-4055-8448-4472cb804963,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"diamonds-status"
6110557a-c036-41c9-bb43-4ae7aac3ed48,92e91c17-b991-44c8-9cbd-f5cdfbaaa071,"block.fly"
45040919-41ad-4607-be78-62d8a1237834,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"env.space-world"
79734683-2ab5-428a-a38b-2de618a29df7,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"env.toolbox"
5f009013-f4c7-47b5-a642-d9a6e2d2d8e5,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"env.snapping"
0e20223d-a87c-45bb-9a86-09d323da62d6,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"env.controls"
c91e94e8-ae4f-4791-b2b5-4d5c89fbb889,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"object.asteroid"
19d74dc6-caa0-433b-8051-75c7ac110b89,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"object.meteoroid"
cbaaadf9-51c1-482c-9946-49ab801e744c,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"object.diamond"
6125e304-7afb-4ba0-951b-2b9799f164b3,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"diamonds-status"
852e5d54-b890-4bc3-9cb8-664f43957b50,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"block.fly"
1a9d93fd-671a-40da-956e-b816d9d9e7ef,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"block.shoot"
ad0b36f8-3ec0-45a3-b69c-188632a6f368,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"energy-status"
27b45a9d-a447-4ad9-b03e-ee5fc671b6aa,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"length-limit"
076a495b-70b5-410f-be96-00bee1e7fdc9,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"block.repeat"
c133c717-4333-4671-8f89-385c4bc3894c,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"env.space-world"
e022d836-a965-41a3-9e68-83dfb5cee9bb,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"env.toolbox"
92c2cdfd-d9da-478f-b242-2c9a10a0c4a5,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"env.snapping"
ddf63dad-964a-4259-84d3-3dcce3ef2997,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"env.controls"
4167c2aa-ebcf-4138-ab1e-166a67d6b1fb,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"object.asteroid"
e96dbe77-065e-4507-8262-c1696ca8503d,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"object.meteoroid"
9a0f8de1-028b-48fb-b2da-5ea67f0a3822,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"block.fly"
763a564c-fd6e-4523-bcc6-e67bce24de26,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"object.diamond"
d362efaf-3172-4bc4-9b01-77ca30f12e7b,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"diamonds-status"
de291849-d9ab-4d6f-9ce8-5ff9ccab73b1,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"object.wormhole"
d1b129b8-6c35-47c4-8173-63a9dc0589b7,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"block.shoot"
64ae7156-57b0-440c-afa6-1caaff32d5e8,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"block.repeat"
d425f790-fba5-4ca3-9014-ad25cdbed914,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"energy-status"
369eb33c-d6f6-4030-b234-fae376059306,c36ea6ac-26cd-4e2d-b216-57a38dd008e0,"length-limit"
3245c47b-2218-4310-80d5-d87b65bbb719,4f3a94b9-009e-4583-921a-3c09e957c98a,"env.space-world"
e0c486a4-0f1e-49d0-8ebc-3f071fbe0694,4f3a94b9-009e-4583-921a-3c09e957c98a,"env.toolbox"
29918507-e129-42ca-a592-29194d6900a8,4f3a94b9-009e-4583-921a-3c09e957c98a,"env.snapping"
ec38eb28-c2ba-47e5-9655-dd62fdb2f019,4f3a94b9-009e-4583-921a-3c09e957c98a,"env.controls"
027dfec0-d866-4ba5-b588-791e73b88a9f,4f3a94b9-009e-4583-921a-3c09e957c98a,"block.fly"
c7b87cc0-e308-4443-9cf0-c1c4623ba7b1,888caaca-eb63-4d23-bafd-e99c02bff242,"env.space-world"
58eb1dd4-a44c-4880-a7b9-56c80ed7fcdb,888caaca-eb63-4d23-bafd-e99c02bff242,"env.toolbox"
da2fe662-c3cd-4254-8890-5380c88474f0,888caaca-eb63-4d23-bafd-e99c02bff242,"env.snapping"
82fb4bd3-6a18-442a-9b33-9f26e625e32a,888caaca-eb63-4d23-bafd-e99c02bff242,"env.controls"
899bf03e-b08f-496c-9a68-bc8bb5dcbe0d,888caaca-eb63-4d23-bafd-e99c02bff242,"block.fly"
1e071741-6179-4225-93cf-53b8e12416bb,efa9a8f7-5756-473a-a02c-6dfa05dbd1db,"env.space-world"
b6f95781-7093-4fd1-9cf3-eb1b5b0ea607,efa9a8f7-5756-473a-a02c-6dfa05dbd1db,"env.toolbox"
c1e1a3fa-0141-4b69-8b11-c0bb7018f68d,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"env.space-world"
74b7fbe0-4260-41d3-a5a1-6ead0ba7e21a,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"env.toolbox"
4c921aa2-2a40-49d1-b1aa-4b876ef1acab,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"env.snapping"
7ae6dcaf-498c-4e48-aafe-2ffa4a7821ab,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"env.controls"
16dfef30-bdf6-4ed6-a2fa-08017da3f8c7,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"object.asteroid"
432a4363-5146-4f10-bd31-776f0ff4cc71,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"object.meteoroid"
6203c9e2-f01e-47d6-a099-349c9ccb89b1,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"block.fly"
f92ab014-567d-4df8-a81a-d9faf7f745d2,c21aee8a-5c12-4848-9a64-621cb229acb4,"env.space-world"
86baee17-8826-4cae-b360-93a3dc5c5bb4,c21aee8a-5c12-4848-9a64-621cb229acb4,"env.toolbox"
28e9045b-4e6a-4168-9af3-4eb42e2e4830,c21aee8a-5c12-4848-9a64-621cb229acb4,"env.snapping"
1b153826-b677-4f6a-93ea-9c9cb4c53b38,c21aee8a-5c12-4848-9a64-621cb229acb4,"env.controls"
57e2536c-a513-4a69-b761-309fcd9750ae,c21aee8a-5c12-4848-9a64-621cb229acb4,"object.asteroid"
02c51326-68f9-4c6f-9bfe-b17d9f47b725,c21aee8a-5c12-4848-9a64-621cb229acb4,"object.meteoroid"
bb1c42a1-1710-409c-a5bc-1c343fca08d1,c21aee8a-5c12-4848-9a64-621cb229acb4,"block.fly"
78a437aa-38f9-4c79-8b4f-66bc3bfa2513,c21aee8a-5c12-4848-9a64-621cb229acb4,"object.diamond"
740e3161-45c6-49f3-9de8-a1f3be301678,c21aee8a-5c12-4848-9a64-621cb229acb4,"diamonds-status"
cb578d41-2fe9-42e2-86cb-13d84cb0c15f,c21aee8a-5c12-4848-9a64-621cb229acb4,"block.shoot"
9f4f364a-8888-4002-bb7b-9839e664f7b2,193da7c7-641d-4873-a3c3-e568e7f87c43,"env.space-world"
d35d0ef5-9a39-408c-916c-73730a60293f,193da7c7-641d-4873-a3c3-e568e7f87c43,"env.toolbox"
49f70563-bb17-40ec-a757-8303fe641295,193da7c7-641d-4873-a3c3-e568e7f87c43,"env.snapping"
64490817-bd8d-499d-87a2-d8817b5e8bb4,193da7c7-641d-4873-a3c3-e568e7f87c43,"env.controls"
a8f79132-1bc7-49b2-81bf-a253797b40d9,193da7c7-641d-4873-a3c3-e568e7f87c43,"object.asteroid"
1f776dea-2866-498c-8192-1d168a43ac36,193da7c7-641d-4873-a3c3-e568e7f87c43,"object.meteoroid"
9babc78a-695c-4dbe-b40a-1606814ceec5,193da7c7-641d-4873-a3c3-e568e7f87c43,"object.diamond"
6ed1c8d9-70b5-4ace-a628-6d660ffecc37,193da7c7-641d-4873-a3c3-e568e7f87c43,"diamonds-status"
a5e89181-87d0-4aa6-a8fc-72ccaf5e96cd,193da7c7-641d-4873-a3c3-e568e7f87c43,"block.fly"
a0613c99-1f75-4d59-9839-f6be0c53e61c,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"env.space-world"
e431c4db-0b44-4bb3-8765-70e248a2966a,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"env.toolbox"
19de1370-87db-4adc-a746-241aef93ebef,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"env.snapping"
7a735bda-b6ed-4f9f-93ec-d3e978695dd7,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"env.controls"
7bcf1d3c-3839-4fae-b33c-05d8cf432375,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"block.fly"
14dc3516-d8b6-4e78-a268-a3b6110a011c,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"object.asteroid"
bf7548a0-56cf-4610-8733-7d278834c67b,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"object.meteoroid"
e5e17d56-c17d-4293-b9f2-5333f6688d32,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"object.diamond"
2537d0c3-7772-475a-aa68-0c77470be363,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"diamonds-status"
003f3f70-bbc3-48bd-89f9-e2f8ee9f7360,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"object.wormhole"
1b5358e0-416f-4f36-ad88-12e489b331de,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"block.shoot"
343eaaed-d306-488e-ab8a-d75df8d8ceed,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"length-limit"
cdbb28d3-6f31-4d0c-96ec-da9cc8d23563,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"block.repeat"
e5093196-1850-41eb-b2e9-ca8ee4b69df5,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"env.space-world"
5aaadcba-9c97-4a1b-9523-25651c36ddd0,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"env.toolbox"
6ae1e625-110e-4f82-9f99-a61b598b2db3,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"env.snapping"
92972750-e79e-4a7a-8127-90552d9e0feb,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"env.controls"
6eb5fecd-dcfb-4eff-a2a9-41234e4c0c99,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"object.asteroid"
ae8991b1-4bf5-4c75-9b3d-4cbbc0d62f0b,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"object.meteoroid"
40105ca0-1586-42dd-8557-3c8dfb01c5e8,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"block.fly"
e01164a1-1505-4495-9c02-73aae9bd4459,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"object.diamond"
6843c17d-e691-415c-a18c-616e07a0914c,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"diamonds-status"
2e81bb65-7f7e-4725-ac5a-40157f299464,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"env.task-editor"
004475e7-a99a-4688-b174-25db70c89b42,b40d2b20-bd88-4e5c-855d-afb34542cd25,"env.space-world"
adc2bf38-c928-4379-8c08-8f834d6045f2,b40d2b20-bd88-4e5c-855d-afb34542cd25,"env.toolbox"
0f74d280-8931-4900-b522-bf2d88e5b503,b40d2b20-bd88-4e5c-855d-afb34542cd25,"env.snapping"
178c61bf-200c-4fa7-bbea-aa6289eaf3fe,b40d2b20-bd88-4e5c-855d-afb34542cd25,"env.controls"
3df67492-169c-4369-98b7-f78b07fd6d9e,b40d2b20-bd88-4e5c-855d-afb34542cd25,"object.diamond"
7a53eb0f-f65e-42b4-8a71-4e7cc5ea96f6,b40d2b20-bd88-4e5c-855d-afb34542cd25,"object.wormhole"
0300a8df-f9d0-44de-a999-04a9073eb46c,b40d2b20-bd88-4e5c-855d-afb34542cd25,"diamonds-status"
2be53c8b-9016-4c12-a245-4a4f4e941afa,b40d2b20-bd88-4e5c-855d-afb34542cd25,"length-limit"
3242ea44-ce13-4c2f-960d-8b51cb0fdb3c,b40d2b20-bd88-4e5c-855d-afb34542cd25,"block.fly"
767e67db-fa4f-4d15-be54-7c0b33844dfa,b40d2b20-bd88-4e5c-855d-afb34542cd25,"block.shoot"
c3ac61e4-9c15-4a24-92be-23e0d5ed4682,b40d2b20-bd88-4e5c-855d-afb34542cd25,"block.repeat"
6244e1a2-2f81-49a3-a6c8-e9c6227481b3,b40d2b20-bd88-4e5c-855d-afb34542cd25,"block.while"
a096c583-20f4-43fc-8c1e-a00cf415ec85,b40d2b20-bd88-4e5c-855d-afb34542cd25,"block.color"
