"session_id","student_id","start","end"
5bbcc16a-5bdc-489a-8067-a75fbfe642ca,2516e8e5-9b95-4748-aca4-16a5a4f4f8c8,"2017-05-29 09:25:00.068435","2017-05-29 09:25:20.201098"
3c50f169-ddc3-427e-a8b4-be646d70cb7b,da2141d1-5069-4508-a37e-a0a71f2bcb18,"2017-05-19 08:10:42.032732","2017-05-19 08:13:49.789471"
fef0ebe5-ca74-4c13-ba53-d746ab42c4f9,fc8d7fa9-4736-4008-866b-e48de6fca66b,"2017-05-16 05:35:54.333147","2017-05-16 05:36:25.198227"
cef3a4a2-73c8-425f-a661-0c0224796471,12e62698-b007-4f7a-89a7-f2f00669d30e,"2017-05-29 11:03:38.188339","2017-05-29 11:03:43.816567"
b5d4152d-1c6d-47ab-a9de-c6937e5979cc,572dc580-fcb9-4ad0-8fe9-7eea9f85769f,"2017-05-25 14:26:39.089916","2017-05-25 14:55:26.756621"
f030e537-4929-4185-8a83-cdac8a184d35,78521e7a-db79-472e-982e-12d07c1017f0,"2017-05-26 00:41:23.877278","2017-05-26 00:41:23.877278"
79bff30d-97b1-4739-98c3-d0a2e4afa5da,dc1ea530-5f70-49ba-b8e0-94c0cbf57644,"2017-05-26 01:23:21.753542","2017-05-26 01:23:21.753542"
8548027f-5b5b-4c66-852f-a113611b99f4,4f3a94b9-009e-4583-921a-3c09e957c98a,"2017-05-24 07:38:35.116438","2017-05-24 07:40:09.418191"
3b972638-3ecf-440b-a352-eebaba9e557d,5c6264cc-4ef8-4c2b-991d-960ac96f314a,"2017-05-25 00:31:56.663147","2017-05-25 01:29:43.437985"
e07e83a0-78c0-422d-863a-e8d1ab7a2f3d,888caaca-eb63-4d23-bafd-e99c02bff242,"2017-05-24 08:03:31.099253","2017-05-24 08:04:03.719493"
764bf64a-7a8b-4e88-b607-3d89cc349c51,efa9a8f7-5756-473a-a02c-6dfa05dbd1db,"2017-05-24 09:24:31.900877","2017-05-24 09:24:40.838906"
2369c245-924d-46d5-b58d-16e399b1d27f,50812d82-5a20-4031-88b6-e33092ba0785,"2017-05-16 06:39:11.001014","2017-05-16 06:41:40.631331"
309391dc-61ef-4199-bacb-a5572d8b8cb8,193da7c7-641d-4873-a3c3-e568e7f87c43,"2017-05-24 09:47:58.257240","2017-05-24 09:47:58.257240"
64703cbd-4550-4604-9f2c-5aad0e3f47de,fc8d7fa9-4736-4008-866b-e48de6fca66b,"2017-05-24 14:59:37.309161","2017-05-24 14:59:37.309161"
b4a6c151-bc59-458f-ae88-c6137fc572a0,809d6985-f89e-4a20-9ed3-c4bb6ebf46c1,"2017-05-25 02:29:41.938110","2017-05-25 02:29:41.938110"
90095d58-96df-45e9-8118-22412f3f0884,cace3be9-f12e-4647-99ef-c36406f96e12,"2017-05-26 01:37:44.288933","2017-05-26 01:37:44.288933"
060de006-6efc-4b02-a9cf-f235bb1f6ec5,a4fc4fc2-45fd-445a-96fd-6f230d5ccc4c,"2017-05-26 02:37:53.117647","2017-05-26 02:37:53.117647"
175eeec6-3ba6-4659-b6d5-78610db5cb01,d2ccc8f0-b13d-4b1a-9f3f-5321c25abce0,"2017-05-19 12:19:10.121709","2017-05-19 12:21:44.279642"
a905e549-502b-44c6-8a16-4aeb5e095d2a,247ae5ed-d0d6-4bf4-b906-534c300ad113,"2017-05-16 17:12:16.449901","2017-05-16 17:36:44.708365"
533be332-553d-4ddb-9833-9c575af91e62,811b31a5-b0ab-4663-9e77-7bbd697aba20,"2017-05-26 03:20:52.885019","2017-05-26 03:20:52.885019"
bd093b21-52a0-407f-ab27-ebc671d486c3,d9c0f6d4-631b-4fa9-9b8f-65067055795b,"2017-05-28 10:16:54.418778","2017-05-28 10:19:10.224016"
85cef6de-08f8-4d98-9c72-6ff8f03aeb0b,4440e77f-a12b-49e4-9959-548a052807ee,"2017-05-21 08:07:07.333846","2017-05-21 08:13:22.120637"
986ed0c0-eed1-45b0-aa39-65b4b30b0366,26589bc6-ec87-4b23-916e-606e5da913d7,"2017-05-19 14:25:17.132603","2017-05-19 14:51:44.984266"
91036347-839a-405b-8174-5f7a7b14e795,a44b64ed-4f10-4cd9-b37b-6976d5e32058,"2017-05-28 13:08:03.348196","2017-05-28 13:08:08.780073"
4909c012-64ae-437a-ab75-2fbc090e5b47,8f60b91f-2929-402d-b9f7-b4c9c7e7688f,"2017-05-24 15:15:16.151488","2017-05-24 15:16:47.384039"
d8db3e04-0569-4260-8d53-1a1aac5a2f97,c21aee8a-5c12-4848-9a64-621cb229acb4,"2017-05-24 17:24:39.771722","2017-05-24 17:29:56.038188"
ed2e0e8d-bccf-44a8-bbd6-47f94c3ebbf8,2654f84e-8a6d-4a3d-a82d-b79d6fc814c5,"2017-05-22 01:36:45.466129","2017-05-22 01:37:49.646085"
763d2339-4728-42cf-b0fb-426e03dfded3,21ad608c-f4f7-4fe9-8a92-1b6957c992a7,"2017-05-22 08:39:43.889275","2017-05-22 08:57:43.709328"
995069be-da87-452b-a9b8-128e4de27b2e,b3e36ff8-a288-4562-b124-895030910a93,"2017-05-22 11:08:58.091236","2017-05-22 11:09:00.981726"
9c98020e-ef10-45bb-8e8b-aa90d09107fd,7597fc6e-f52a-4028-9931-3e1f15831309,"2017-05-26 07:41:15.818902","2017-05-26 07:51:05.798960"
f49297d8-7dcb-4e1e-a3ee-ca441a12222c,cf5d6b7a-95bd-4edc-b0bd-b605fc38f35d,"2017-05-26 05:25:11.274734","2017-05-26 05:26:31.128258"
85e56455-c7b8-4b71-a7cd-c9b397c7d4e0,f33bd91a-88bd-4bd5-bc80-c12ae9ec561b,"2017-05-25 02:56:11.905804","2017-05-25 03:07:24.329302"
ea9a20d9-b411-4ca9-9298-384ca7136d9a,3e4b3174-c0e5-4d26-a8d1-55ba47b19674,"2017-05-26 10:51:15.870443","2017-05-26 10:51:37.597362"
66125d77-20ed-42bd-961a-2754ca6fd562,9235f81e-2abe-43df-b8cc-53711cc8ff95,"2017-05-26 16:47:06.291468","2017-05-26 16:47:06.291468"
5e24e383-0e75-4a0a-b2fb-a04c7f58dda6,b40d2b20-bd88-4e5c-855d-afb34542cd25,"2017-05-25 07:59:05.484933","2017-05-25 07:59:29.941817"
a3793d92-c378-409d-940d-f01b07091d7c,08909fcb-dadd-4975-b984-15d9f19e5dc6,"2017-05-29 02:19:20.897948","2017-05-29 02:19:27.945183"
3d645c8d-9946-4655-aafd-1bf900368390,f5b8abe2-d975-4cfc-bf2f-97f2e7fb1bf6,"2017-05-29 07:39:18.723353","2017-05-29 08:00:29.295986"
71d4d872-6e56-45aa-8b48-9b1b4d1b0ad0,dcb43455-b12f-4762-94c6-4ee402413e63,"2017-05-27 13:28:13.436579","2017-05-27 13:28:13.436579"
b85066ce-d8cd-4df5-be01-21a3a4fc92ec,8f562e25-52c0-4513-bbd0-50cc43aa5821,"2017-05-29 11:05:41.188647","2017-05-29 11:05:41.188647"
9da1d059-21a8-45bf-bbb0-60be48a2f314,2485cbe0-a236-4378-873a-b92449c9af45,"2017-05-26 05:34:45.540698","2017-05-26 05:39:59.017610"
c3034c4e-fc87-40ae-b3a4-5ed4a810ebc8,2a703ca5-916b-4aa8-86db-63f8886d711b,"2017-05-26 05:41:58.023722","2017-05-26 05:41:58.023722"
f6a44438-25ea-4b7a-ae0b-68e9018d257a,e57e2b74-f41f-4b9a-9b0c-2bb4dc37ca1e,"2017-05-26 05:42:58.118757","2017-05-26 05:42:58.118757"
837799aa-cec9-4f22-a1b2-757edba72755,550145c7-4899-484a-af70-da3aec81cab4,"2017-05-26 05:43:24.433916","2017-05-26 05:43:24.433916"
d4a3f7ae-48b4-4b94-a180-ae3fc690df89,9235f81e-2abe-43df-b8cc-53711cc8ff95,"2017-05-26 05:44:09.989600","2017-05-26 05:44:09.989600"
acd2c074-7bc1-4b93-aa33-fdfb2f1d329c,af98adef-f0c0-47b2-a3af-2a6c7774f25f,"2017-05-26 05:59:30.141706","2017-05-26 05:59:30.141706"
eeab54b5-31ce-48aa-a7f1-cfaf1363c8e6,db7a62e1-b319-4c7d-b892-9264baea70f2,"2017-05-27 13:06:20.005212","2017-05-27 14:04:26.854515"
f10c8686-e5ba-4927-99ac-0a864a496328,193da7c7-641d-4873-a3c3-e568e7f87c43,"2017-05-25 00:13:39.665007","2017-05-25 00:40:11.713335"
8211c170-71df-4e86-96ea-4d112870b200,f5cd422f-a4f8-45bc-ac02-6bde78f4aa5c,"2017-05-26 07:19:02.915471","2017-05-26 07:33:14.485634"
f5de20e1-19d6-4fc2-9909-7d326543713d,cdf9223e-6e16-44ea-b4d5-806573ec3a5d,"2017-05-29 09:24:28.205636","2017-05-29 09:28:13.824552"
2a5ee697-2cdb-4ff6-95a3-12aa2e4ea993,b778f455-3e9a-4950-b9c4-7930c4799b84,"2017-05-29 08:02:23.533742","2017-05-29 08:52:56.219042"
36fdb9ea-7aa3-4c97-86b3-2b81f5489e7a,63de3b9f-d6a7-4ab5-887f-2f115da8e6e2,"2017-05-29 08:05:21.965327","2017-05-29 08:54:19.941536"
00589bd8-e5ea-4d76-930b-635ccbc1b98e,b97bf61d-7251-495d-92b2-89acf12d56f1,"2017-05-29 12:25:07.051894","2017-05-29 12:26:49.073939"
3cf51d4a-3fc5-4d3b-b0a5-6fb5d174ae85,b40d2b20-bd88-4e5c-855d-afb34542cd25,"2017-05-29 07:22:09.536449","2017-05-29 07:22:46.290330"
bf3fca1c-1501-4182-84e1-2ef60cdc2c50,30465ad3-dbe4-4cbe-93c5-83432e426727,"2017-05-29 10:26:17.908189","2017-05-29 10:27:13.227003"
20c22f19-e6e7-421f-ad95-7660eecf1923,45bdb879-d417-4fc5-9b99-123123571216,"2017-05-27 15:35:28.291990","2017-05-27 15:42:45.889363"
ad8ea172-c3f9-4408-bf77-6122d292c7e6,e356ca97-d7b6-415e-92bf-0e37c8d588bb,"2017-05-29 08:03:17.666924","2017-05-29 08:06:13.076849"
c547d4fb-a0f7-408b-b8a1-25395ddb3310,6f3d0cb2-25ff-46ef-8b94-6480207b0dbb,"2017-05-29 07:36:30.706051","2017-05-29 07:37:33.198926"
4e45ca04-41b6-4ffd-8d9a-ad266127ccb3,4d3da95d-3d54-42fd-90f2-7f7d462d724c,"2017-05-29 08:23:04.799082","2017-05-29 08:27:12.481393"
5ffef19b-7fa3-45bc-be24-e8d8cecab0a4,8ea0bba0-b84c-40ea-9c47-6945d911d2e4,"2017-05-29 10:04:45.315826","2017-05-29 10:18:33.040476"
b401126d-d80e-42a5-b8a6-c2570f0d6906,149c225a-b787-427a-9e91-ad6f6f2da7db,"2017-05-29 09:28:29.546059","2017-05-29 09:31:05.278762"
7164e23c-6f51-4743-bc5f-8a8e7ac19db0,a8cdfac5-c8fd-4f57-99ed-1591919e76b8,"2017-05-29 07:54:38.331127","2017-05-29 07:56:02.982636"
f58e2436-e606-4508-9432-0ca814080e84,d7afa6cf-98b1-4070-9ee3-ac65ba0fe999,"2017-05-29 09:50:47.530982","2017-05-29 09:52:32.764734"
730e8ad6-0b77-49ca-8924-49021804d7f0,8b2d8089-5f3f-4cde-a29b-cc1a70f791b0,"2017-05-29 09:30:49.789878","2017-05-29 09:58:19.994517"
374d4c80-6424-4987-a288-cc4d119828b1,e80b52cf-679c-4e49-9946-da5cba14fac4,"2017-05-29 07:46:33.758642","2017-05-29 09:19:51.248621"
11b48dc2-d0db-4c3d-9562-b3705f5174e4,95898b29-2d59-47e1-8e88-14cece260807,"2017-05-29 09:41:25.470718","2017-05-29 09:46:20.440472"
7160aba0-0133-4bf9-a64e-0413a56f7245,bf434b28-609d-477b-a07a-7184802f8f06,"2017-05-29 10:19:32.969183","2017-05-29 10:20:19.786636"
8e1d9a04-4f10-4222-867e-9f95e013319c,5df650d4-ad2a-4a51-b379-2bee99787925,"2017-05-29 11:23:35.526481","2017-05-29 11:59:19.059342"
be2f3e10-4525-46e1-9c13-4020c9c79b79,7f6de158-68f0-44dd-ab1b-d5b2b5997447,"2017-05-29 11:49:21.118483","2017-05-29 11:49:54.738940"
594397dc-d25d-4363-83a7-98b1a4d229bf,240adacc-d1ce-4c9c-8855-6fd4007558aa,"2017-05-29 12:29:19.253904","2017-05-29 12:31:39.229545"
06822498-6dfd-4cdf-a9a2-7b013ef44f68,26589bc6-ec87-4b23-916e-606e5da913d7,"2017-05-29 14:26:02.492757","2017-05-29 14:26:02.492757"
5c70480d-1eee-4703-bee2-dc2addc36803,0ea686da-20bb-443d-9db9-cdf95a332ec7,"2017-05-29 12:57:07.433528","2017-05-29 13:00:35.226562"
006d53f0-8e3a-46da-9de9-a042bb40c05d,74938618-70e4-4d0e-ad7f-0fcd45361adc,"2017-05-29 12:39:10.154805","2017-05-29 12:41:46.126546"
a82954df-7259-4b94-a19c-2c3678d2799a,f32ac8ec-c073-4d0c-a608-ddd4ae403e87,"2017-05-29 14:00:01.890355","2017-05-29 14:04:21.060061"
7d31f8d4-006d-4e2e-bd43-d52479300d2d,bf472f05-21bc-4bce-b53d-ffdddd0ba129,"2017-05-29 17:01:22.185416","2017-05-29 17:09:57.746449"
3bdaa9d2-01d2-4c73-af5c-31ab6b4da1dd,43d8e57f-5dd0-415b-9a07-f235eca887f2,"2017-05-29 22:39:34.300675","2017-05-29 22:42:37.169446"
493966e3-530d-431e-a126-f7f5bfb71fdd,ea63d0d9-1459-4c6a-9221-d662974413e8,"2017-05-29 23:05:09.688374","2017-05-29 23:08:59.852970"
9c065fe1-a464-4bc9-ab6a-f0470e4d10dc,e15d8674-da9c-4ae0-ae1e-7fa62cf05a7d,"2017-05-29 23:55:52.374925","2017-05-29 23:58:51.265226"
aa1d4378-36ea-4295-89e5-7951a7750f80,4c60ae06-9f93-4b4a-bc36-bb5668dbf7ca,"2017-05-30 00:59:50.342474","2017-05-30 01:47:02.809468"
7f48d0e9-e6b0-463a-9453-88c957797ccd,cc844cde-cef8-4dd0-8010-7ce44a62c5ff,"2017-05-30 01:03:47.130797","2017-05-30 05:46:15.215198"
d545582c-8290-4330-b50f-88294d98cd6e,cd5aa1c6-b65e-4b41-88fa-33d8a30c947e,"2017-05-30 02:36:26.085895","2017-05-30 03:03:32.917801"
438bb9ff-9ad4-4ec3-822a-2922989261b5,26589bc6-ec87-4b23-916e-606e5da913d7,"2017-05-30 03:05:05.421644","2017-05-30 03:20:16.681881"
5657514d-66d3-4c0f-beba-026d72486e05,899d4496-88ec-49ae-a4ed-e89f886e5b0a,"2017-05-30 04:25:02.910525","2017-05-30 04:25:02.910525"
2bd63ef5-73b8-47fd-897d-cbdd03b36cb2,7767f9b9-234d-45e8-993f-817a892c7946,"2017-05-30 05:03:48.484797","2017-05-30 05:24:31.833674"
60e27a64-0c6b-48c0-a781-71f88f20b95a,82432eef-d896-4427-adbf-0d14f1c9d17d,"2017-05-30 05:09:11.597711","2017-05-30 05:19:45.442118"
d6cf6e6b-3cb7-465d-b1f0-3d5a1bde5e3c,b45588e7-7de6-43e3-bdf1-95b7dd91b801,"2017-05-30 05:03:27.392815","2017-05-30 05:29:48.511043"
f8b3b53a-5cad-4add-823d-79b8e16c9c3c,9c5c000d-447b-4d50-8afe-694a4d8973b2,"2017-05-31 05:15:08.758949","2017-05-31 05:15:39.990132"
5ab3ae20-a001-4475-bd1b-d000bcc9c374,ece6c644-822e-42eb-a832-d714cb27d47e,"2017-05-31 02:35:33.862847","2017-05-31 02:56:36.766158"
4c79a63c-2494-4599-9169-94d68b55807a,03d563ff-c448-4604-9e8f-6aadb6101a09,"2017-05-30 05:05:43.426714","2017-05-30 05:22:50.919524"
a61b6983-2954-4c9e-a937-a510234090b7,7d7f49a4-dc74-42e8-b43c-0eef9365cd9a,"2017-05-30 05:03:53.589993","2017-05-30 05:23:48.795329"
c97eb0e1-b4bb-498f-8fff-ba0e7da37d89,96fa689a-3f7b-4f74-9ae8-05a448f5a57a,"2017-05-30 13:31:04.312103","2017-05-30 13:37:02.330700"
f788c1be-15ce-42ae-9f6d-fca857506cec,e642d074-0924-4151-b257-28e11589aeb1,"2017-05-30 06:15:04.268777","2017-05-30 06:37:03.504040"
f669b78f-aef7-4614-8ce7-c06ca16a97cb,8eee8469-33dd-4e35-9491-5b1f6749d591,"2017-05-30 05:09:24.923479","2017-05-30 05:21:01.630205"
177f19b6-ac28-434d-a765-d00d2c0990cf,eab12e81-03a4-410a-a7c1-3a262e1de6a4,"2017-05-30 05:04:31.555060","2017-05-30 05:30:06.243425"
d7c82397-b320-4b0e-b181-dfd9ed3c8bdf,5b80b2a1-fadb-4022-9cd9-5a6384d8fa86,"2017-05-30 04:54:06.255185","2017-05-30 04:57:09.547930"
69b4d861-1cd5-4859-a289-3f0efb167fd2,dff57d5c-5184-4d9f-9170-3500be9849a3,"2017-05-31 02:32:36.540546","2017-05-31 02:40:15.609857"
ca370632-a197-4253-a709-ec14b461f061,ba5f4a1b-41ff-47ff-9336-8d8095f820c9,"2017-05-31 10:33:00.056734","2017-05-31 10:33:18.288924"
4ffa1374-faca-4ecf-9f8c-a6a9a31b2803,50f8141c-f31b-4fe5-8f3e-d3e58020e2a2,"2017-05-31 10:41:55.897513","2017-05-31 10:41:55.897513"
3300f582-072e-447b-a1e7-ceb5f642dd0e,6e4f8613-e301-4f45-8006-4d3315511b9f,"2017-05-30 05:43:11.832935","2017-05-30 05:50:48.630862"
5b630d8b-28c7-4f61-b208-38a797fd93d2,5919eed0-7269-4317-9a3d-657244ca93bc,"2017-05-30 05:51:17.490366","2017-05-30 05:51:17.490366"
67778694-0443-44d4-a5fe-eea1d4e51873,b3eecb1e-cf7f-448e-9c2b-63ec05aecbee,"2017-05-30 05:15:46.358666","2017-05-30 05:26:06.839979"
4cbac4f9-8fff-49c1-9736-ddb51a562ca0,ffb1b907-d304-4f1a-8609-29d8077481f1,"2017-05-30 06:11:33.385846","2017-05-30 06:11:33.385846"
4a3bcac5-9f8a-4054-8a15-e5d167fb3283,f680d42c-34db-4874-9799-470f1a610ec3,"2017-05-30 05:09:45.100587","2017-05-30 05:10:15.874450"
7f72bab1-9d21-4364-bbfc-38ecb082d32b,f50ca71b-4f46-4567-b7c6-1b4afc1e47a0,"2017-05-31 00:29:43.338177","2017-05-31 00:39:30.234104"
8bc463b1-11df-4041-8c1b-c7941b8ab384,192e102b-09c9-41b1-a304-7281ed839db2,"2017-05-30 05:26:53.884819","2017-05-30 05:30:29.250619"
2970739b-7670-4dc6-9e2b-8002d010186d,8090a5eb-c8bf-4151-93a8-6bd099bab5e0,"2017-05-30 05:03:38.064057","2017-05-30 05:26:15.353918"
915e746f-3faa-4d3b-91fd-9c500f631a44,eabfd76d-729c-44aa-9e37-4722e73f5400,"2017-05-29 10:40:57.753416","2017-05-29 10:57:56.544445"
24c01915-72fe-4b5f-886a-741b1a2eaad1,46fc6ac9-50aa-48ec-bef5-ed56587512b7,"2017-05-30 06:20:52.314545","2017-05-30 06:40:33.325503"
5374ded6-d5b2-460a-91e3-8098e9b9a011,e57e2b74-f41f-4b9a-9b0c-2bb4dc37ca1e,"2017-05-31 02:17:57.669291","2017-05-31 02:17:57.669291"
0b932b08-1b39-4775-8633-822968214c0f,71fd59b9-3c81-413c-a25f-0bf2f59f06e0,"2017-05-30 05:09:33.351522","2017-05-30 05:34:59.675214"
f756afb5-286a-40c5-a115-360508e9d06f,6627dd71-3032-425a-9251-69809b0c47ae,"2017-05-30 05:26:48.912772","2017-05-30 05:35:01.770626"
9e64073c-887b-4d61-a97e-8def3271feca,e883b1bf-bf1b-4f68-b512-2b1efe87d3bf,"2017-05-29 23:59:30.824356","2017-05-30 00:02:07.830029"
e57ba15f-7ac2-4be9-be3a-6a16b95cf3e4,01af5343-5593-46b9-b86a-7606df2578d8,"2017-05-30 01:02:30.415408","2017-05-30 01:02:59.918542"
0115b5d6-4b0d-4442-930d-d8f0f2852d72,b21d870b-3e44-48ee-926c-8e520f80cf64,"2017-05-30 05:04:11.100151","2017-05-30 05:24:08.859588"
000e536b-7b28-4604-9f86-b99d7b80215d,9c2499cf-4aaa-49db-a665-64dcfbb6018b,"2017-05-31 02:30:06.819336","2017-05-31 02:57:51.806378"
6eed8886-7da1-4e37-aff0-4dd05787921d,9f8c33b8-15ac-4972-930e-3a969b486bf2,"2017-05-30 05:03:44.281021","2017-05-30 05:06:57.979259"
259827ed-efe4-40fa-9296-1739645c3540,389a3b83-95ce-4866-bf4a-db8c8d82379c,"2017-05-31 14:07:46.976863","2017-05-31 14:39:27.293056"
b8c0e586-efa5-4ea2-8d67-5d1b5bf9524a,07a98cb7-ffb4-4027-a151-5e4b7983385e,"2017-05-30 05:09:27.991577","2017-05-30 05:28:31.396335"
cbafac37-933e-469e-9f94-7bdcb4aac567,da3732be-3337-40d9-bc10-5ab652feb1ca,"2017-05-30 05:09:30.140267","2017-05-30 05:20:40.809676"
dd5efaa2-ea00-4182-a6df-0649b26cf324,ad73a1a5-7c1e-4912-90bb-58df6b72e14b,"2017-05-30 05:03:54.835280","2017-05-30 05:12:40.679728"
0999a528-af49-477f-b294-21de5ddf0d42,a0214e93-afd8-46ae-a043-7b04b71fb499,"2017-06-01 00:37:22.640130","2017-06-01 00:37:22.640130"
a3318383-7d97-4b89-a40f-969d5eeb5df9,75b660a6-4188-4650-84bb-ffdd86188ddd,"2017-06-01 02:36:02.517812","2017-06-01 02:36:02.517812"
bb8b745e-9ca6-4ee3-8f29-08327d6593f9,ab5b0eac-42c9-43c2-b9d2-907c0963280a,"2017-05-30 05:04:27.696511","2017-05-30 05:26:55.345658"
3e10abdd-a354-4ad1-92f8-5848b4b21b55,66037a74-1796-445b-bae1-d0e5e68f49fc,"2017-05-30 05:03:41.051869","2017-05-30 05:08:47.461033"
3af9f6b4-cdf1-43b0-9640-1422345488b3,48ec52bf-665d-4882-bb35-e386d8d5b37e,"2017-05-30 05:09:19.510411","2017-05-30 05:17:52.561412"
ad1f0a93-4bc6-4533-a5bb-6904591f004c,9409994f-deb9-45a8-84e3-0f152894fa2f,"2017-05-30 01:35:17.440492","2017-05-30 05:19:35.047809"
c54317d3-41d4-4a25-8bc1-f70b7f165217,95f36771-2c5a-4a42-b98c-9d3a22e968de,"2017-05-30 13:45:34.611218","2017-05-30 13:57:46.822072"
5f4f13b8-3abb-4c6d-a4f1-e0dd843247af,ecc9c028-b00c-4306-a83f-4c52964ffeba,"2017-05-30 12:06:55.365224","2017-05-30 12:29:16.071428"
cef71ba5-2173-409c-95ce-7bee446a27a5,8054eab1-b759-4eb7-ba17-ce25854dd011,"2017-05-30 05:39:22.796863","2017-05-30 05:44:13.948895"
8e79c64b-c709-46b7-8674-cd6b0bec8279,e649d4cd-39c7-4615-8292-1a69ed4c89d5,"2017-05-30 05:03:41.994071","2017-05-30 05:22:31.893225"
0a90756f-2aa5-4f3f-92e9-4d0225b73039,b69a594d-2f8f-4966-b933-f85cf2d3d2f8,"2017-05-30 13:14:51.875521","2017-05-30 13:15:18.585007"
d9734fb7-c239-40de-9495-517bc6ff65b4,9fd902e7-bc6b-44f1-8133-e997d705b36d,"2017-05-31 02:45:46.031702","2017-05-31 02:56:18.284774"
ffb2d10e-983d-464d-9ac0-06dc5db51dde,df3941db-4b4e-4f45-89ec-6f46c5934e26,"2017-06-01 02:38:35.362034","2017-06-01 02:38:35.362034"
20b743a4-a8a3-4b55-8a18-f66314aaf166,3095c6d6-0919-4e60-9352-a26850b026d0,"2017-05-30 06:15:51.065469","2017-05-30 06:35:31.949270"
5e3a165b-7c9f-4895-9623-8922d0255c48,abcc6143-8f8d-453b-8e7f-72bfde320481,"2017-05-31 02:33:44.895516","2017-05-31 02:39:29.110442"
3d629ddd-e0ba-49dc-939e-72d2d94897d6,2a89310c-08d3-4f80-a2c7-5b964568579d,"2017-05-30 09:54:07.947977","2017-05-30 09:57:06.283563"
62331ea9-025e-43b0-8be5-222810274c39,7e9e4162-1f71-480d-ae00-3aea27ceafe3,"2017-05-30 10:00:18.936470","2017-05-30 10:00:18.936470"
445ef814-4290-45da-a1dd-38928174eca9,9c93ccbf-6060-48fa-a321-96ad67c785c8,"2017-05-30 06:15:49.712028","2017-05-30 06:45:35.642046"
ccac747a-d707-4cf0-b9b1-dfaede134a46,a8851357-80c9-4ce0-8248-fa9c617c7a62,"2017-05-30 10:17:38.756459","2017-05-30 10:17:45.399523"
