name;turning-left-and-right;tunnel;zig-zag;triple-slalom;diamonds-with-signals;wormhole-cloud;two-color-tracks;shooting;diamond-lines;n;beware-of-asteroid;shot;ladder;wormhole-demo;yellow-is-not-red;2diamonds-2meteorids;five-diamonds;steal-the-nose;dont-forget-shot;three-steps-forward;turning-right-and-left;on-yellow-to-left;slalom-position-testing;edge-wormholes;diamond-on-right;diamonds-in-meteoroid-cloud;six-diamonds;cross-2;big-slalom;direction-change;bouncing-from-edge;plan-your-shooting;yellow-hint;diamond-path;colorful-flowers;turning-left;chessboard;find-the-path;arrow;turning-right;double-bend;edge-to-edge;one-step-forward;diamond-cross;stairs;direct-flight-ahead;diagonal-diamonds;color-slalom;two-bit-instructions;two-diamonds;red-shooting;diamonds-on-yellow;diagonal-lines;clean-your-path;triple-steps;color-navigation;follow-colors;meteoroids-on-left;collect-diamonds;diamond-ring;maneuvers-on-left;zig-zag-plus;triangle;rectangle;wave;surrounded-diamond;plus;meteoroids-and-wormholes;letter-h;stripes;narrow-passage;big-right-turn;big-left-turn;four-vs;stop-on-red;turning-in-square;double-track;blocked-wormhole;letter-d;yellow-squares;free-column;last-shot;letter-e;belgian-flag;mirror;diamond-in-house;
beware-of-asteroid;2;7;6;12;12;6;19;4;13;13;0;2;6;3;15;7;12;5;5;2;0;12;14;19;3;6;13;34;12;12;12;10;13;3;21;3;13;7;21;3;13;18;2;10;10;7;21;17;30;12;20;14;32;10;20;21;24;20;15;14;15;18;13;10;18;5;2;14;15;9;14;9;14;12;14;30;18;10;19;13;14;4;14;26;41;19;19
shot;2;7;8;13;14;5;20;2;13;13;2;0;5;3;15;6;12;5;5;1;2;13;15;21;3;5;15;35;14;13;14;9;13;5;22;2;13;6;22;2;14;20;2;10;10;6;22;18;29;13;19;15;34;10;21;22;26;20;15;14;13;20;14;8;18;6;4;13;13;9;14;10;14;14;12;31;18;8;21;13;12;4;14;28;42;20;20
ladder;6;11;6;11;12;3;17;6;11;11;6;5;0;6;15;10;10;4;10;5;6;11;13;18;6;3;13;33;11;12;11;5;12;9;21;5;12;3;21;5;11;18;5;8;7;5;21;16;28;11;18;13;32;9;18;20;24;18;14;12;12;17;12;6;16;9;7;12;12;7;13;8;12;10;13;29;16;7;19;10;11;8;12;26;40;19;19
wormhole-demo;2;5;8;11;14;6;19;3;13;14;3;3;6;0;13;7;11;6;4;2;3;13;15;20;0;6;15;34;13;13;14;9;12;5;21;2;13;7;22;1;14;19;3;10;10;6;21;17;30;13;19;15;33;11;21;22;26;19;15;14;14;18;13;9;17;4;2;13;14;8;14;9;14;13;13;31;18;9;21;13;13;3;14;28;40;20;20
yellow-is-not-red;13;13;11;10;12;14;19;15;14;14;15;15;15;13;0;13;9;12;14;14;15;12;13;21;13;13;15;29;16;7;16;15;6;14;17;13;13;15;21;13;14;16;15;9;14;11;19;10;25;12;14;14;25;13;19;18;18;18;15;13;16;18;14;14;14;14;15;11;14;15;14;13;14;16;7;27;18;12;18;12;12;13;16;20;33;9;9
2diamonds-2meteorids;6;5;11;13;14;10;18;6;14;15;7;6;10;7;13;0;13;9;6;7;7;15;14;22;7;9;15;35;17;15;14;13;14;5;22;6;13;9;19;7;16;20;8;12;13;11;21;18;29;15;20;15;32;12;20;22;26;20;15;15;14;20;16;12;19;6;7;14;13;14;14;13;16;17;14;29;19;13;20;14;13;6;16;27;40;20;20
five-diamonds;11;12;8;2;10;8;14;12;11;14;12;12;10;11;9;13;0;10;11;11;12;9;11;17;11;9;13;30;12;11;9;8;12;12;18;10;12;9;23;11;11;16;12;12;14;8;17;9;25;9;15;10;29;13;14;18;22;16;16;10;14;20;14;7;13;11;12;10;11;8;12;12;15;12;13;27;14;12;17;10;9;11;13;23;36;16;16
steal-the-nose;5;10;7;10;12;5;15;6;12;10;5;5;4;6;12;9;10;0;8;5;5;12;13;17;6;2;13;32;10;12;11;7;11;7;20;6;13;5;17;6;10;17;6;5;5;7;18;15;28;12;17;14;31;9;18;21;23;17;10;10;14;16;10;7;15;9;7;11;12;8;12;7;11;10;13;28;15;7;19;12;11;7;14;25;38;19;19
dont-forget-shot;4;5;8;11;15;8;19;5;13;14;5;5;10;4;14;6;11;8;0;6;5;14;14;20;4;7;15;34;14;14;13;13;12;5;20;5;13;8;19;5;15;19;6;11;11;9;21;16;30;14;19;14;31;11;20;22;26;17;15;15;15;19;13;12;17;4;3;14;14;11;14;11;16;14;14;30;18;11;22;14;13;4;14;26;39;20;20
three-steps-forward;2;7;8;12;14;5;19;3;13;13;2;1;5;2;14;7;11;5;6;0;2;13;15;21;2;6;15;34;14;13;14;9;13;5;22;1;13;7;22;1;14;20;2;10;9;6;22;18;30;13;20;15;34;11;21;22;26;20;15;14;13;20;14;9;18;6;4;14;14;9;14;10;14;14;13;31;17;9;21;13;13;5;14;28;42;20;20
turning-right-and-left;2;7;6;12;12;6;19;4;13;13;0;2;6;3;15;7;12;5;5;2;0;12;14;19;3;6;13;34;12;12;12;10;13;3;21;3;13;7;21;3;13;18;2;10;10;7;21;17;30;12;20;14;32;10;20;21;24;20;15;14;15;18;13;10;18;5;2;14;15;9;14;9;14;12;14;30;18;10;19;13;14;4;14;26;41;19;19
on-yellow-to-left;13;15;7;11;1;12;14;13;5;16;12;13;11;13;12;15;9;12;14;13;12;0;5;17;13;13;7;30;13;8;10;11;11;14;11;13;4;12;25;13;14;11;13;14;14;7;11;13;18;0;10;3;21;12;16;9;14;21;19;15;6;22;17;12;16;13;13;8;6;10;7;12;17;13;10;18;18;13;9;1;6;14;6;15;31;15;15
slalom-position-testing;14;15;8;12;6;12;19;15;4;17;14;15;13;15;13;14;11;13;14;15;14;5;0;17;15;13;7;30;14;11;11;11;13;13;14;14;3;11;25;15;13;9;15;13;16;9;13;15;22;5;12;7;23;14;18;14;18;20;20;14;7;21;17;12;15;13;13;7;5;11;7;14;16;14;13;20;19;14;11;6;5;14;6;18;31;18;18
edge-wormholes;20;21;19;18;18;18;18;21;17;15;19;21;18;20;21;22;17;17;20;21;19;17;17;0;20;18;14;29;10;19;13;14;18;20;16;21;16;17;21;20;12;17;21;16;15;19;17;16;21;17;19;16;26;15;7;17;20;15;16;13;19;17;15;14;16;20;19;18;16;13;15;14;15;10;21;23;13;15;18;18;18;20;13;22;35;21;21
diamond-on-right;2;5;8;11;14;6;19;3;13;14;3;3;6;0;13;7;11;6;4;2;3;13;15;20;0;6;15;34;13;13;14;9;12;5;21;2;13;7;22;1;14;19;3;10;10;6;21;17;30;13;19;15;33;11;21;22;26;19;15;14;14;18;13;9;17;4;2;13;14;8;14;9;14;13;13;31;18;9;21;13;13;3;14;28;40;20;20
diamonds-in-meteoroid-cloud;5;9;7;9;13;4;16;6;12;11;6;5;3;6;13;9;9;2;7;6;6;13;13;18;6;0;13;32;11;13;10;8;11;8;21;6;13;3;19;6;11;18;6;6;6;7;19;14;29;13;18;13;32;7;18;21;25;16;12;10;14;17;10;8;16;9;7;12;11;8;13;7;12;10;13;30;16;6;20;13;11;6;14;27;39;19;19
six-diamonds;14;16;7;13;7;13;16;15;5;18;13;15;13;15;15;15;13;13;15;15;13;7;7;14;15;13;0;32;12;13;9;11;14;14;11;15;6;12;26;15;15;9;15;15;16;9;9;16;21;7;13;5;25;16;17;12;18;21;20;16;8;21;19;13;15;14;14;6;7;12;2;15;18;12;14;21;18;15;8;7;6;14;3;20;29;19;19
cross-2;35;34;34;31;31;33;32;34;30;27;34;35;33;34;29;35;30;32;34;34;34;30;30;29;34;32;32;0;29;29;30;30;30;35;33;35;30;33;29;34;28;27;36;29;28;33;33;26;37;30;29;33;34;29;33;32;27;29;28;28;32;28;28;31;27;34;35;31;32;31;32;29;29;29;29;32;29;30;32;31;29;35;31;29;36;27;27
big-slalom;13;17;12;12;14;10;16;14;13;9;12;14;11;13;16;17;12;10;14;14;12;13;14;10;13;11;12;29;0;13;13;7;13;14;16;14;14;11;16;13;4;12;14;9;8;14;20;9;26;13;14;15;26;9;10;17;19;10;10;6;16;11;10;8;10;15;12;13;15;7;14;6;8;1;15;23;8;7;19;14;14;14;14;21;35;17;17
direction-change;13;15;8;12;9;12;20;13;12;13;12;13;12;13;7;15;11;12;14;13;12;8;11;19;13;13;13;29;13;0;15;14;3;14;16;13;11;13;22;13;14;13;13;11;11;8;19;7;25;8;14;11;27;11;17;15;19;21;16;15;12;19;14;15;13;13;13;12;13;13;13;10;14;13;3;26;18;10;17;9;11;14;13;21;35;7;7
bouncing-from-edge;12;14;12;10;11;10;12;14;10;16;12;14;11;14;16;14;9;11;13;14;12;10;11;13;14;10;9;30;13;15;0;10;16;12;16;13;10;10;24;14;11;16;14;14;15;12;16;15;24;10;18;7;28;14;13;15;23;18;19;11;13;19;16;10;16;12;12;12;11;9;8;14;17;13;17;24;17;14;16;11;11;12;8;24;33;20;20
plan-your-shooting;9;14;10;9;12;6;16;10;8;12;10;9;5;9;15;13;8;7;13;9;10;11;11;14;9;8;11;30;7;14;10;0;13;12;20;9;10;7;21;9;8;16;9;9;10;9;19;14;27;11;16;12;30;10;13;19;22;15;14;9;12;17;13;3;15;12;10;10;11;4;12;10;11;7;14;27;12;8;18;11;10;12;11;24;39;19;19
yellow-hint;12;14;9;13;12;12;19;12;12;14;13;13;12;12;6;14;12;11;12;13;13;11;13;18;12;11;14;30;13;3;16;13;0;13;16;13;11;13;23;12;14;13;13;11;10;7;20;8;24;11;12;13;26;12;18;17;18;21;15;15;13;19;13;14;13;13;13;13;14;11;14;10;14;13;4;26;20;9;18;11;12;12;13;20;33;10;10
diamond-path;4;5;8;13;13;8;18;5;13;14;3;5;9;5;14;5;12;7;5;5;3;14;13;20;5;8;14;35;14;14;12;12;13;0;22;5;13;7;21;5;13;19;5;10;11;9;22;18;29;14;20;14;30;11;19;21;25;20;16;13;15;17;13;12;19;4;3;14;15;11;14;11;14;14;14;28;19;12;20;14;14;3;15;25;40;20;20
colorful-flowers;21;21;15;18;12;19;18;21;14;22;21;22;21;21;17;22;18;20;20;22;21;11;14;16;21;21;11;33;16;16;16;20;16;22;0;22;13;20;28;21;18;12;22;20;20;16;11;15;12;11;9;10;21;20;18;4;14;23;23;19;15;25;21;19;17;21;21;14;15;18;11;19;22;16;18;19;22;20;10;12;15;21;11;16;28;18;18
turning-left;1;6;8;11;14;5;20;3;13;13;3;2;5;2;13;6;10;6;5;1;3;13;14;21;2;6;15;35;14;13;13;9;13;5;22;0;12;6;21;1;13;20;2;9;10;6;22;18;30;13;20;15;33;10;20;22;26;19;14;13;14;19;13;9;18;5;4;14;14;9;14;10;13;14;13;31;17;9;21;13;13;4;14;28;41;19;19
chessboard;12;13;8;13;5;10;18;13;3;16;13;13;12;13;13;13;12;13;13;13;13;4;3;16;13;13;6;30;14;11;10;10;11;13;13;12;0;11;25;13;13;10;13;13;14;7;13;15;21;4;11;6;23;14;18;13;17;21;19;14;5;22;16;11;17;13;13;7;4;9;6;14;16;14;11;20;19;12;12;4;5;12;3;18;31;17;17
find-the-path;6;9;7;9;12;3;17;7;11;12;7;6;3;7;15;9;9;5;8;7;7;12;11;17;7;3;12;33;11;13;10;7;13;7;20;6;11;0;21;7;9;17;7;9;9;7;20;15;28;12;18;12;30;9;16;20;24;16;15;10;13;17;13;6;16;9;7;12;12;6;12;8;12;11;15;28;17;7;18;12;11;7;13;25;39;20;20
arrow;21;18;24;23;26;20;24;22;25;13;21;22;21;22;21;19;23;17;19;22;21;25;25;21;22;19;26;29;16;22;24;21;23;21;28;21;25;21;0;22;16;25;23;14;16;23;28;21;33;25;25;27;34;16;22;29;24;14;10;16;27;9;14;19;21;20;22;25;27;20;27;14;11;17;22;32;18;16;29;26;25;20;26;26;38;21;21
turning-right;2;6;8;11;14;5;20;2;13;13;3;2;5;1;13;7;11;6;5;1;3;13;15;20;1;6;15;34;13;13;14;9;12;5;21;1;13;7;22;0;14;19;2;10;10;6;21;17;30;13;19;15;33;11;21;22;26;19;15;14;14;19;13;9;17;5;3;13;14;8;14;9;14;13;13;31;18;9;21;13;13;4;14;28;41;20;20
double-bend;13;16;13;12;14;9;15;14;13;8;13;14;11;14;14;16;11;10;15;14;13;14;13;12;14;11;15;28;4;14;11;8;14;13;18;13;13;9;16;14;0;14;14;5;8;14;19;11;25;14;15;13;26;9;10;18;20;10;11;4;16;12;8;8;11;15;13;14;15;8;15;8;9;5;15;23;10;8;19;14;14;14;15;21;33;18;18
edge-to-edge;19;19;12;16;12;18;22;19;11;18;18;20;18;19;16;20;16;17;19;20;18;11;9;17;19;18;9;27;12;13;16;16;13;19;12;20;10;17;25;19;14;0;20;17;16;14;16;11;22;11;10;13;22;16;19;13;15;20;19;15;13;21;18;15;8;19;18;7;12;15;9;15;18;12;15;20;19;16;15;12;11;19;11;17;30;14;14
one-step-forward;2;8;8;13;14;5;21;4;13;14;2;2;5;3;15;8;12;6;6;2;2;13;15;21;3;6;15;36;14;13;14;9;13;5;22;2;13;7;23;2;14;20;0;10;11;6;22;18;31;13;20;15;34;11;21;22;26;21;16;14;15;20;14;10;19;6;4;14;14;9;14;10;14;14;14;31;19;9;21;13;13;5;14;28;42;20;20
diamond-cross;8;12;11;12;14;8;17;10;14;7;10;10;8;10;9;12;12;5;11;10;10;14;13;16;10;6;15;29;9;11;14;9;11;10;20;9;13;9;14;10;5;17;10;0;6;11;18;14;27;14;16;16;29;6;14;21;22;13;8;6;16;12;6;9;14;11;11;13;14;9;14;5;8;9;12;26;13;5;20;14;13;10;16;24;34;16;16
stairs;10;13;12;14;15;8;18;10;14;8;10;10;7;10;14;13;14;5;11;9;10;14;16;15;10;6;16;28;8;11;15;10;10;11;20;10;14;9;16;10;8;16;11;6;0;11;21;15;27;14;17;16;30;7;16;20;22;15;8;9;14;14;8;10;14;12;11;15;16;8;16;6;9;8;11;26;13;5;21;14;14;11;15;24;37;17;17
direct-flight-ahead;6;11;2;9;8;5;19;7;7;14;7;6;5;6;11;11;8;7;9;6;7;7;9;19;6;7;9;33;14;8;12;9;7;9;16;6;7;7;23;6;14;14;6;11;11;0;16;14;25;7;14;9;28;12;17;16;20;21;16;15;9;20;14;10;17;9;7;8;8;9;8;11;14;14;8;25;19;9;15;7;7;8;8;22;36;15;15
diagonal-diamonds;21;22;15;17;10;19;18;22;13;22;21;22;21;21;19;21;17;18;21;22;21;11;13;17;21;19;9;33;20;19;16;19;20;22;11;22;13;20;28;21;19;16;22;18;21;16;0;20;14;11;12;9;22;22;17;11;18;24;22;21;15;26;21;19;20;22;21;12;13;19;9;21;23;20;20;19;21;21;9;12;12;21;11;20;23;22;22
color-slalom;17;18;14;10;14;15;16;17;16;17;17;18;16;17;10;18;9;15;16;18;17;13;15;16;17;14;16;26;9;7;15;14;8;18;15;18;15;15;21;17;11;11;18;14;15;14;20;0;23;13;11;15;25;16;15;16;16;15;18;11;17;19;16;14;9;17;17;15;16;13;17;14;17;10;10;26;14;15;20;14;14;17;17;18;32;11;11
two-bit-instructions;29;29;25;27;19;28;22;29;22;27;30;29;28;30;25;29;25;28;30;30;30;18;22;21;30;29;21;37;26;25;24;27;24;29;12;30;21;28;33;30;25;22;31;27;27;25;14;23;0;18;14;17;17;28;19;13;12;29;28;26;23;30;27;26;27;30;31;22;22;27;20;28;28;26;26;18;28;28;17;19;22;29;20;13;22;24;24
two-diamonds;13;15;7;11;1;12;14;13;5;16;12;13;11;13;12;15;9;12;14;13;12;0;5;17;13;13;7;30;13;8;10;11;11;14;11;13;4;12;25;13;14;11;13;14;14;7;11;13;18;0;10;3;21;12;16;9;14;21;19;15;6;22;17;12;16;13;13;8;6;10;7;12;17;13;10;18;18;13;9;1;6;14;6;15;31;15;15
red-shooting;19;19;14;16;10;18;21;18;11;19;20;19;18;19;14;20;15;17;19;20;20;10;12;19;19;18;13;29;14;14;18;16;12;20;9;20;11;18;25;19;15;10;20;16;17;14;12;11;14;10;0;11;17;19;19;10;9;20;20;16;13;23;19;15;14;20;20;10;10;16;13;17;19;14;16;19;19;17;14;9;10;19;13;11;23;15;15
diamonds-on-yellow;14;16;8;12;4;12;13;15;6;18;14;15;13;15;14;15;10;14;14;15;14;3;7;16;15;13;5;33;15;11;7;12;13;14;10;15;6;12;27;15;13;13;15;16;16;9;9;15;17;3;11;0;22;15;13;8;17;21;21;14;9;22;18;13;19;14;14;9;7;12;5;15;18;15;13;18;20;15;9;4;7;14;4;17;28;18;18
diagonal-lines;33;31;26;28;22;31;29;33;23;29;32;34;32;33;25;32;29;31;31;34;32;21;23;26;33;32;25;34;26;27;28;30;26;30;21;33;23;30;34;33;26;22;34;29;30;28;22;25;17;21;17;22;0;29;24;19;14;31;31;27;25;30;29;30;28;31;31;25;24;29;26;29;29;26;27;17;30;30;21;22;25;32;24;14;21;25;25
clean-your-path;11;13;11;14;13;9;19;11;15;10;10;10;9;11;13;12;13;9;11;11;10;12;14;15;11;7;16;29;9;11;14;10;12;11;20;10;14;9;16;11;9;16;11;6;7;12;22;16;28;12;19;15;29;0;16;19;23;15;12;10;15;13;10;12;15;11;10;16;16;10;16;4;8;9;12;26;15;5;20;13;15;11;16;24;38;15;15
triple-steps;20;22;16;15;16;17;19;21;17;13;20;21;18;21;19;20;14;18;20;21;20;16;18;7;21;18;17;33;10;17;13;13;18;19;18;20;18;16;22;21;10;19;21;14;16;17;17;15;19;16;19;13;24;16;0;18;22;17;16;11;20;16;14;15;19;20;20;19;19;15;17;15;12;10;19;18;13;14;21;17;18;20;17;22;32;21;21
color-navigation;22;23;16;20;10;20;15;22;13;22;21;22;20;22;18;22;18;21;22;22;21;9;14;17;22;21;12;32;17;15;15;19;17;21;4;22;13;20;29;22;18;13;22;21;20;16;11;16;13;9;10;8;19;19;18;0;13;25;23;19;15;26;22;19;19;21;22;16;15;19;13;19;21;17;17;18;21;20;9;10;15;22;10;13;29;17;17
follow-colors;26;26;19;23;14;24;22;26;15;20;24;26;24;26;18;26;22;23;26;26;24;14;18;20;26;25;18;27;19;19;23;22;18;25;14;26;17;24;24;26;20;15;26;22;22;20;18;16;12;14;9;17;14;23;22;13;0;20;19;21;19;21;21;22;21;25;25;18;18;22;19;22;21;19;20;18;23;23;17;14;18;26;17;2;21;15;15
meteoroids-on-left;19;17;20;17;22;16;19;20;21;13;20;20;18;19;18;20;16;17;17;20;20;21;20;15;19;16;21;29;10;21;18;15;21;20;23;19;21;16;14;19;10;20;21;13;15;21;24;15;29;21;20;21;31;15;17;25;20;0;13;8;23;11;13;14;15;19;20;20;22;15;22;15;12;11;21;28;8;16;25;22;20;19;22;22;35;20;20
collect-diamonds;14;16;17;16;19;14;21;15;18;6;15;15;14;15;15;15;16;10;15;15;15;19;20;16;15;12;20;28;10;16;19;14;15;16;23;14;19;15;10;15;11;19;16;8;8;16;22;18;28;19;20;21;31;12;16;23;19;13;0;12;20;9;6;13;18;16;16;18;20;12;19;10;6;10;15;27;14;9;24;19;19;15;21;21;34;17;17
diamond-ring;12;15;14;11;15;11;16;14;14;10;14;14;12;14;13;15;10;10;15;14;14;15;14;13;14;10;16;28;6;15;11;9;15;13;19;13;14;10;16;14;4;15;14;6;9;15;21;11;26;15;16;14;27;10;11;19;21;8;12;0;16;13;10;9;13;14;14;15;16;9;16;10;10;6;16;24;9;9;20;15;14;13;16;22;36;19;19
maneuvers-on-left;15;14;10;14;6;12;19;13;6;18;15;13;12;14;16;14;14;14;15;13;15;6;7;19;14;14;8;32;16;12;13;12;13;15;15;14;5;13;27;14;16;13;15;16;14;9;15;17;23;6;13;9;25;15;20;15;19;23;20;16;0;25;19;12;17;15;16;8;6;11;8;15;19;16;12;21;19;14;11;5;5;15;7;20;34;19;19
zig-zag-plus;18;19;20;20;23;17;22;19;21;8;18;20;17;18;18;20;20;16;19;20;18;22;21;17;18;17;21;28;11;19;19;17;19;17;25;19;22;17;9;19;12;21;20;12;14;20;26;19;30;22;23;22;30;13;16;26;21;11;9;13;25;0;9;17;20;17;17;22;24;16;23;11;8;12;20;27;15;13;24;23;23;17;23;23;35;18;18
triangle;13;15;15;15;18;12;21;13;18;3;13;14;12;13;14;16;14;10;13;14;13;17;17;15;13;10;19;28;10;14;16;13;13;13;21;13;16;13;14;13;8;18;14;6;8;14;21;16;27;17;19;18;29;10;14;22;21;13;6;10;19;9;0;12;16;13;13;17;18;11;18;7;6;9;14;26;14;8;23;18;17;12;19;22;34;15;15
rectangle;10;13;11;8;13;7;17;9;10;12;10;8;6;9;14;12;7;7;12;9;10;12;12;14;9;8;13;31;8;15;10;3;14;12;19;9;11;6;19;9;8;15;10;9;10;10;19;14;26;12;15;13;30;12;15;19;22;14;13;9;12;17;12;0;14;12;11;8;11;3;11;10;11;8;14;28;12;8;19;12;10;11;12;24;38;19;19
wave;18;19;17;14;17;14;18;17;17;17;18;18;16;17;14;19;13;15;17;18;18;16;15;16;17;16;15;27;10;13;16;15;13;19;17;18;17;16;21;17;11;8;19;14;14;17;20;9;27;16;14;19;28;15;19;19;21;15;18;13;17;20;16;14;0;18;18;13;17;14;16;13;18;11;14;25;14;16;21;17;15;18;17;23;32;17;17
surrounded-diamond;5;5;9;12;14;8;20;5;13;14;5;6;9;4;14;6;11;9;4;6;5;13;13;20;4;9;14;34;15;13;12;12;13;4;21;5;13;9;20;5;15;19;6;11;12;9;22;17;30;13;20;14;31;11;20;21;25;19;16;14;15;17;13;12;18;0;3;15;15;11;15;11;15;15;15;30;18;12;21;14;14;3;13;26;40;18;18
plus;3;6;7;12;14;6;19;4;14;14;2;4;7;2;15;7;12;7;3;4;2;13;13;19;2;7;14;35;12;13;12;10;13;3;21;4;13;7;22;3;13;18;4;11;11;7;21;17;31;13;20;14;31;10;20;22;25;20;16;14;16;17;13;11;18;3;0;14;15;9;15;9;15;12;15;30;19;10;21;14;14;3;14;26;40;19;19
meteoroids-and-wormholes;13;13;8;10;8;12;20;13;6;17;14;13;12;13;11;14;10;11;14;14;14;8;7;18;13;12;6;31;13;12;12;10;13;14;14;14;7;12;25;13;14;7;14;13;15;8;12;15;22;8;10;9;25;16;19;16;18;20;18;15;8;22;17;8;13;15;14;0;6;11;4;16;18;13;13;23;19;15;14;8;5;13;8;20;31;18;18
letter-h;14;13;9;11;6;12;19;12;4;18;15;13;12;14;14;13;11;12;14;14;15;6;5;16;14;11;7;32;15;13;11;11;14;15;15;14;4;12;27;14;15;12;14;14;16;8;13;16;22;6;10;7;24;16;19;15;18;22;20;16;6;24;18;11;17;15;15;6;0;12;7;16;19;15;14;21;19;15;13;5;3;14;5;19;32;20;20
stripes;8;13;9;9;11;6;15;10;10;11;9;9;7;8;15;14;8;8;11;9;9;10;11;13;8;8;12;31;7;13;9;4;11;11;18;9;9;6;20;8;8;15;9;9;8;9;19;13;27;10;16;12;29;10;15;19;22;15;12;9;11;16;11;3;14;11;9;11;12;0;11;7;11;7;13;27;13;6;18;10;11;10;11;24;37;19;19
